data,sistema,volume_porcentagem,volume_variacao,volume_operacional,pluviometria_dia,pluviometria_mensal,pluviometria_hist
2021-09-24,Cantareira,31.9,-0.3,313.61332,0,25.6,83.2
2021-09-24,Alto Tietê,41.2,-0.1,230.60565,0.1,15.8,78.3
2021-09-24,Guarapiranga,46.2,-0.2,79.14035,0,6.6,77
2021-09-24,Cotia,51.9,-0.3,8.55704,0,12.6,81.3
2021-09-24,Rio Grande,75.3,0.3,84.43669,0,19,93.9
2021-09-24,Rio Claro,38.8,-0.2,5.29619,0.4,59.6,140.6
2021-09-24,São Lourenço,53.1,0.1,47.12987,0,35.4,114
2021-09-23,Cantareira,32.2,-0.2,315.9936,0,25.6,83.2
2021-09-23,Alto Tietê,41.3,-0.1,231.42924,0.5,15.7,78.3
2021-09-23,Guarapiranga,46.4,-0.1,79.3626,0.2,6.6,77
2021-09-23,Cotia,52.2,-0.3,8.60841,0.2,12.6,81.3
2021-09-23,Rio Grande,75,0.6,84.1151,3.2,19,93.9
2021-09-23,Rio Claro,39,0.1,5.33545,2.8,59.2,140.6
2021-09-23,São Lourenço,53,0,47.04123,0.6,35.4,114
2021-09-22,Cantareira,32.4,-0.2,317.94524,0.2,25.6,83.2
2021-09-22,Alto Tietê,41.4,-0.2,232.02355,1.2,15.2,78.3
2021-09-22,Guarapiranga,46.5,-0.2,79.58506,0,6.4,77
2021-09-22,Cotia,52.5,-0.3,8.65996,0.8,12.4,81.3
2021-09-22,Rio Grande,74.4,0.1,83.47406,4.4,15.8,93.9
2021-09-22,Rio Claro,38.9,1.8,5.31579,31.8,56.4,140.6
2021-09-22,São Lourenço,53,-0.3,47.04123,2.8,34.8,114
2021-09-21,Cantareira,32.6,-0.2,320.31337,0,25.4,83.2
2021-09-21,Alto Tietê,41.6,-0.1,232.90629,0,14,78.3
2021-09-21,Guarapiranga,46.7,-0.3,80.03061,0,6.4,77
2021-09-21,Cotia,52.8,-0.2,8.71167,0,11.6,81.3
2021-09-21,Rio Grande,74.3,0.2,83.31424,0.2,11.4,93.9
2021-09-21,Rio Claro,37.1,-0.2,5.06505,0,24.6,140.6
2021-09-21,São Lourenço,53.3,-0.3,47.30726,0,32,114
2021-09-20,Cantareira,32.8,-0.3,322.57031,0,25.4,83.2
2021-09-20,Alto Tietê,41.7,-0.2,233.86841,0.1,14,78.3
2021-09-20,Guarapiranga,47,0,80.47698,0,6.4,77
2021-09-20,Cotia,53,-0.3,8.7376,0,11.6,81.3
2021-09-20,Rio Grande,74.1,0.1,83.1546,0,11.2,93.9
2021-09-20,Rio Claro,37.3,-0.2,5.10304,0.2,24.6,140.6
2021-09-20,São Lourenço,53.6,-0.3,47.57369,0,32,114
2021-09-19,Cantareira,33.1,-0.2,324.67971,0,25.4,83.2
2021-09-19,Alto Tietê,41.9,-0.2,234.90196,0,13.9,78.3
2021-09-19,Guarapiranga,47,-0.1,80.47698,0,6.4,77
2021-09-19,Cotia,53.3,-0.3,8.78957,0,11.6,81.3
2021-09-19,Rio Grande,74,0.2,82.99514,0,11.2,93.9
2021-09-19,Rio Claro,37.5,-0.3,5.13168,0,24.4,140.6
2021-09-19,São Lourenço,53.9,0,47.84053,0,32,114
2021-09-18,Cantareira,33.3,-0.2,326.75134,0,25.4,83.2
2021-09-18,Alto Tietê,42.1,-0.2,235.88914,0,13.8,78.3
2021-09-18,Guarapiranga,47.1,0,80.70048,0.2,6.4,77
2021-09-18,Cotia,53.6,-0.2,8.84172,0.2,11.6,81.3
2021-09-18,Rio Grande,73.8,0.1,82.83585,0,11.2,93.9
2021-09-18,Rio Claro,37.8,-0.6,5.17004,0.2,24.4,140.6
2021-09-18,São Lourenço,53.9,0.7,47.84053,0.2,32,114
2021-09-17,Cantareira,33.5,-0.2,329.19134,0.8,25.4,83.2
2021-09-17,Alto Tietê,42.3,-0.1,236.85059,0.4,13.8,78.3
2021-09-17,Guarapiranga,47.1,-0.2,80.70048,2.4,6.2,77
2021-09-17,Cotia,53.8,-0.3,8.86786,1.2,11.4,81.3
2021-09-17,Rio Grande,73.7,0,82.67675,6.4,11.2,93.9
2021-09-17,Rio Claro,38.4,-0.4,5.2474,0.6,24.2,140.6
2021-09-17,São Lourenço,53.2,0.2,47.21854,14.4,31.8,114
2021-09-16,Cantareira,33.7,-0.2,331.15638,0.7,24.6,83.2
2021-09-16,Alto Tietê,42.4,-0.1,237.45579,1,13.4,78.3
2021-09-16,Guarapiranga,47.3,-0.2,80.92418,1.8,3.8,77
2021-09-16,Cotia,54.1,-0.1,8.92027,1.4,10.2,81.3
2021-09-16,Rio Grande,73.7,0.1,82.67675,3.2,4.8,93.9
2021-09-16,Rio Claro,38.8,0.1,5.29619,5.8,23.6,140.6
2021-09-16,São Lourenço,53,-0.4,47.04123,2.6,17.4,114
2021-09-15,Cantareira,33.9,-0.2,333.06053000000003,0,23.9,83.2
2021-09-15,Alto Tietê,42.5,-0.2,238.32067,0,12.4,78.3
2021-09-15,Guarapiranga,47.5,-0.3,81.37219,0,2,77
2021-09-15,Cotia,54.2,-0.4,8.94654,0,8.8,81.3
2021-09-15,Rio Grande,73.6,0,82.51782,0,1.6,93.9
2021-09-15,Rio Claro,38.7,-0.4,5.2864,0,17.8,140.6
2021-09-15,São Lourenço,53.4,-0.4,47.39603,2,14.8,114
2021-09-14,Cantareira,34.1,-0.3,335.35431,0,23.9,83.2
2021-09-14,Alto Tietê,42.7,-0.1,239.20722,0,12.4,78.3
2021-09-14,Guarapiranga,47.8,-0.4,81.82103,0,2,77
2021-09-14,Cotia,54.6,-0.4,8.99921,0,8.8,81.3
2021-09-14,Rio Grande,73.6,0,82.51782,0,1.6,93.9
2021-09-14,Rio Claro,39.1,-0.2,5.34531,0,17.8,140.6
2021-09-14,São Lourenço,53.8,-0.4,47.75154,0,12.8,114
2021-09-13,Cantareira,34.4,-0.3,338.11255,0,23.9,83.2
2021-09-13,Alto Tietê,42.8,-0.2,239.85663,0.1,12.3,78.3
2021-09-13,Guarapiranga,48.2,-0.1,82.49581,0,2,77
2021-09-13,Cotia,55,-0.4,9.07854,0,8.8,81.3
2021-09-13,Rio Grande,73.6,0.2,82.51782,0,1.6,93.9
2021-09-13,Rio Claro,39.3,-0.4,5.37494,0,17.8,140.6
2021-09-13,São Lourenço,54.2,-0.4,48.10776,0,12.8,114
2021-09-12,Cantareira,34.7,-0.2,340.58576,0.4,23.9,83.2
2021-09-12,Alto Tietê,43,-0.1,240.74788,0,12.2,78.3
2021-09-12,Guarapiranga,48.3,-0.3,82.72114,0,2,77
2021-09-12,Cotia,55.4,-0.3,9.13164,0.4,8.8,81.3
2021-09-12,Rio Grande,73.4,0.1,82.35906,0.4,1.6,93.9
2021-09-12,Rio Claro,39.7,-0.4,5.4246,0.2,17.8,140.6
2021-09-12,São Lourenço,54.6,-0.3,48.4647,0.2,12.8,114
2021-09-11,Cantareira,34.9,-0.2,342.58071,4.3,23.5,83.2
2021-09-11,Alto Tietê,43.1,-0.1,241.35835,2,12.2,78.3
2021-09-11,Guarapiranga,48.6,-0.2,83.17242,0,2,77
2021-09-11,Cotia,55.7,-0.1,9.18492,0.6,8.4,81.3
2021-09-11,Rio Grande,73.3,0,82.20049,0.4,1.2,93.9
2021-09-11,Rio Claro,40.1,-0.3,5.48463,2,17.6,140.6
2021-09-11,São Lourenço,54.9,-0.3,48.73289,0.2,12.6,114
2021-09-10,Cantareira,35.1,-0.1,344.41459,19.2,19.2,83.2
2021-09-10,Alto Tietê,43.2,-0.1,241.96563,9.4,10.2,78.3
2021-09-10,Guarapiranga,48.8,0,83.62449,2,2,77
2021-09-10,Cotia,55.8,-0.2,9.21162,7.6,7.8,81.3
2021-09-10,Rio Grande,73.3,0,82.20049,0.6,0.8,93.9
2021-09-10,Rio Claro,40.4,-0.3,5.51483,13.2,15.6,140.6
2021-09-10,São Lourenço,55.2,-0.2,49.00148,6.6,12.4,114
2021-09-09,Cantareira,35.2,-0.3,346.11952,0,0,83.2
2021-09-09,Alto Tietê,43.3,-0.2,242.5442,0.2,0.8,78.3
2021-09-09,Guarapiranga,48.8,-0.3,83.62449,0,0,77
2021-09-09,Cotia,56,-0.3,9.23837,0.2,0.2,81.3
2021-09-09,Rio Grande,73.3,0,82.20049,0,0.2,93.9
2021-09-09,Rio Claro,40.7,-0.5,5.56545,0.6,2.4,140.6
2021-09-09,São Lourenço,55.4,-0.3,49.18077,5.4,5.8,114
2021-09-08,Cantareira,35.5,-0.2,348.34031,0,0,83.2
2021-09-08,Alto Tietê,43.5,-0.1,243.58961,0,0.6,78.3
2021-09-08,Guarapiranga,49.1,-0.4,84.07737,0,0,77
2021-09-08,Cotia,56.3,-0.4,9.292,0,0,81.3
2021-09-08,Rio Grande,73.3,0.2,82.20049,0.2,0.2,93.9
2021-09-08,Rio Claro,41.2,-0.4,5.62663,0,1.8,140.6
2021-09-08,São Lourenço,55.7,-0.4,49.45005,0,0.4,114
2021-09-07,Cantareira,35.7,-0.2,350.40662,0,0,83.2
2021-09-07,Alto Tietê,43.6,-0.2,244.39612,0,0.6,78.3
2021-09-07,Guarapiranga,49.5,-0.3,84.75819,0,0,77
2021-09-07,Cotia,56.7,-0.1,9.3458,0,0,81.3
2021-09-07,Rio Grande,73.1,0,82.04209,0,0,93.9
2021-09-07,Rio Claro,41.6,-0.6,5.68831,0.6,1.8,140.6
2021-09-07,São Lourenço,56.1,-0.4,49.80974,0,0.4,114
2021-09-06,Cantareira,35.9,-0.2,352.51497,0,0,83.2
2021-09-06,Alto Tietê,43.8,-0.1,245.1817,0,0.6,78.3
2021-09-06,Guarapiranga,49.8,-0.1,85.21307,0,0,77
2021-09-06,Cotia,56.8,-0.3,9.37276,0,0,81.3
2021-09-06,Rio Grande,73.1,0.1,82.04209,0,0,93.9
2021-09-06,Rio Claro,42.2,-0.3,5.76091,0.4,1.2,140.6
2021-09-06,São Lourenço,56.5,-0.3,50.17016,0,0.4,114
2021-09-05,Cantareira,36.1,-0.2,354.74713,0,0,83.2
2021-09-05,Alto Tietê,43.9,-0.2,246.04707,0,0.5,78.3
2021-09-05,Guarapiranga,49.9,-0.3,85.4408,0,0,77
2021-09-05,Cotia,57.1,-0.4,9.42683,0,0,81.3
2021-09-05,Rio Grande,73,0,81.88386,0,0,93.9
2021-09-05,Rio Claro,42.5,-0.3,5.8027,0.4,0.8,140.6
2021-09-05,São Lourenço,56.8,-0.4,50.44097,0.2,0.4,114
2021-09-04,Cantareira,36.3,-0.3,356.87113,0,0,83.2
2021-09-04,Alto Tietê,44.1,-0.2,247.0438,0.1,0.5,78.3
2021-09-04,Guarapiranga,50.2,-0.1,85.89686,0,0,77
2021-09-04,Cotia,57.5,-0.3,9.48107,0,0,81.3
2021-09-04,Rio Grande,73,0.1,81.88386,0,0,93.9
2021-09-04,Rio Claro,42.8,-0.3,5.84471,0.2,0.4,140.6
2021-09-04,São Lourenço,57.2,-0.3,50.80271,0,0.2,114
2021-09-03,Cantareira,36.6,-0.2,359.14751,0,0,83.2
2021-09-03,Alto Tietê,44.3,-0.1,247.97992,0.2,0.4,78.3
2021-09-03,Guarapiranga,50.3,-0.1,86.12519,0,0,77
2021-09-03,Cotia,57.8,-0.2,9.53548,0,0,81.3
2021-09-03,Rio Grande,72.9,0.2,81.72582,0,0,93.9
2021-09-03,Rio Claro,43.1,-0.3,5.88695,0,0.2,140.6
2021-09-03,São Lourenço,57.5,-0.2,51.07451,0,0.2,114
2021-09-02,Cantareira,36.8,-0.2,361.37766,0,0,83.2
2021-09-02,Alto Tietê,44.4,-0.1,248.59245,0.2,0.2,78.3
2021-09-02,Guarapiranga,50.4,0.1,86.35371,0,0,77
2021-09-02,Cotia,58,-0.3,9.56276,0,0,81.3
2021-09-02,Rio Grande,72.7,0.3,81.56795,0,0,93.9
2021-09-02,Rio Claro,43.4,-0.4,5.92941,0.2,0.2,140.6
2021-09-02,São Lourenço,57.7,-0.1,51.25594,0,0.2,114
2021-09-01,Cantareira,37,-0.1,363.07301,0,0,83.2
2021-09-01,Alto Tietê,44.5,-0.1,249.44027,0.1,0.1,78.3
2021-09-01,Guarapiranga,50.3,0.1,86.12519,0,0,77
2021-09-01,Cotia,58.3,-0.2,9.61744,0,0,81.3
2021-09-01,Rio Grande,72.4,0.5,81.25274,0,0,93.9
2021-09-01,Rio Claro,43.8,-0.3,5.98281,0,0,140.6
2021-09-01,São Lourenço,57.8,0.5,51.34673,0.2,0.2,114
2021-08-31,Cantareira,37.1,-0.2,364.50413,0.1,21.2,33.2
2021-08-31,Alto Tietê,44.6,-0.1,250.02585,0.7,24.8,36.1
2021-08-31,Guarapiranga,50.2,0.3,85.89686,0.2,23.6,40
2021-08-31,Cotia,58.5,0,9.64485,0.2,37.6,37.7
2021-08-31,Rio Grande,71.9,0.9,80.62443,0.2,20.6,49.1
2021-08-31,Rio Claro,44.1,-0.2,6.02579,1.8,80.8,99.5
2021-08-31,São Lourenço,57.3,0.9,50.89326,0.6,52,62.7
2021-08-30,Cantareira,37.3,-0.1,365.86217,0.2,21.1,33.2
2021-08-30,Alto Tietê,44.7,0.1,250.16939,3.8,24.1,36.1
2021-08-30,Guarapiranga,49.9,0.7,85.4408,1,23.4,40
2021-08-30,Cotia,58.5,0,9.64485,0.4,37.4,37.7
2021-08-30,Rio Grande,71,0.8,79.68722,3.6,20.4,49.1
2021-08-30,Rio Claro,44.3,1.6,6.05817,20,79,99.5
2021-08-30,São Lourenço,56.4,1.2,50.07999,4.2,51.4,62.7
2021-08-29,Cantareira,37.4,0,367.36271,16.8,20.9,33.2
2021-08-29,Alto Tietê,44.6,-0.1,250.00233,11.9,20.3,36.1
2021-08-29,Guarapiranga,49.2,0.7,84.30411,11.4,22.4,40
2021-08-29,Cotia,58.5,0.9,9.64485,11.4,37,37.7
2021-08-29,Rio Grande,70.2,1.1,78.75632,12,16.8,49.1
2021-08-29,Rio Claro,42.7,0.5,5.83419,9.8,59,99.5
2021-08-29,São Lourenço,55.2,1.1,49.00148,9.2,47.2,62.7
2021-08-28,Cantareira,37.4,-0.1,367.02205,3.4,4.1,33.2
2021-08-28,Alto Tietê,44.7,-0.1,250.13984,3.2,8.4,36.1
2021-08-28,Guarapiranga,48.5,0,82.94668,7.8,11,40
2021-08-28,Cotia,57.6,0.1,9.50825,23.2,25.6,37.7
2021-08-28,Rio Grande,69.1,0.1,77.52486,3.8,4.8,49.1
2021-08-28,Rio Claro,42.2,0.4,5.76091,6.6,49.2,99.5
2021-08-28,São Lourenço,54.1,-0.2,48.01864,20.2,38,62.7
2021-08-27,Cantareira,37.5,-0.2,368.34151,0,0.7,33.2
2021-08-27,Alto Tietê,44.8,-0.2,251.15999,0,5.2,36.1
2021-08-27,Guarapiranga,48.5,-0.3,82.94668,1,3.2,40
2021-08-27,Cotia,57.5,-0.3,9.48107,0,2.4,37.7
2021-08-27,Rio Grande,69,0,77.3717,0,1,49.1
2021-08-27,Rio Claro,41.8,-0.4,5.70899,2,42.6,99.5
2021-08-27,São Lourenço,54.3,-0.5,48.19693,0,17.8,62.7
2021-08-26,Cantareira,37.7,-0.2,369.77714,0,0.7,33.2
2021-08-26,Alto Tietê,45,-0.2,252.16081,0,5.2,36.1
2021-08-26,Guarapiranga,48.8,-0.3,83.48879,0,2.2,40
2021-08-26,Cotia,57.8,-0.3,9.53548,0,2.4,37.7
2021-08-26,Rio Grande,69,0.2,77.3717,0,1,49.1
2021-08-26,Rio Claro,42.2,-0.5,5.77133,0.2,40.6,99.5
2021-08-26,São Lourenço,54.8,-0.5,48.64345,0,17.8,62.7
2021-08-25,Cantareira,37.9,-0.2,371.83978,0,0.7,33.2
2021-08-25,Alto Tietê,45.2,-0.2,253.22769,0,5.2,36.1
2021-08-25,Guarapiranga,49.1,-0.3,84.07737,0,2.2,40
2021-08-25,Cotia,58.1,-0.4,9.59008,0,2.4,37.7
2021-08-25,Rio Grande,68.8,0,77.21873,0,1,49.1
2021-08-25,Rio Claro,42.7,-0.4,5.83419,0,40.4,99.5
2021-08-25,São Lourenço,55.3,-0.4,49.0911,0,17.8,62.7
2021-08-24,Cantareira,38.1,-0.1,373.71606,0,0.7,33.2
2021-08-24,Alto Tietê,45.4,-0.2,254.28986,0,5.1,36.1
2021-08-24,Guarapiranga,49.4,-0.2,84.53105,0,2.2,40
2021-08-24,Cotia,58.5,-0.3,9.64485,0,2.4,37.7
2021-08-24,Rio Grande,68.8,0.1,77.21873,0,1,49.1
2021-08-24,Rio Claro,43.1,-0.3,5.88695,0.2,40.4,99.5
2021-08-24,São Lourenço,55.7,-0.5,49.45005,0,17.8,62.7
2021-08-23,Cantareira,38.2,-0.1,375.26836,0,0.7,33.2
2021-08-23,Alto Tietê,45.6,-0.2,255.42176,0,5.1,36.1
2021-08-23,Guarapiranga,49.6,-0.3,84.98553,0,2.2,40
2021-08-23,Cotia,58.8,-0.3,9.69979,0,2.4,37.7
2021-08-23,Rio Grande,68.7,0,77.06592,0,1,49.1
2021-08-23,Rio Claro,43.4,-0.3,5.92941,0,40.2,99.5
2021-08-23,São Lourenço,56.2,-0.4,49.89977,0.2,17.8,62.7
2021-08-22,Cantareira,38.3,-0.2,376.58435,0,0.7,33.2
2021-08-22,Alto Tietê,45.8,-0.2,256.50276,0,5.1,36.1
2021-08-22,Guarapiranga,49.9,-0.4,85.4408,0,2.2,40
2021-08-22,Cotia,59.1,-0.4,9.75491,0,2.4,37.7
2021-08-22,Rio Grande,68.7,0,77.06592,0,1,49.1
2021-08-22,Rio Claro,43.7,-0.2,5.97211,0,40.2,99.5
2021-08-22,São Lourenço,56.6,-0.5,50.26039,0,17.6,62.7
2021-08-21,Cantareira,38.5,-0.2,378.21382,0,0.7,33.2
2021-08-21,Alto Tietê,46,-0.2,257.6497,0.1,5.1,36.1
2021-08-21,Guarapiranga,50.3,-0.3,86.12519,0,2.2,40
2021-08-21,Cotia,59.5,-0.3,9.81021,0,2.4,37.7
2021-08-21,Rio Grande,68.7,0,77.06592,0,1,49.1
2021-08-21,Rio Claro,43.9,-0.3,6.00427,0.2,40.2,99.5
2021-08-21,São Lourenço,57.1,-0.4,50.71221,0,17.6,62.7
2021-08-20,Cantareira,38.7,-0.1,380.03229,0,0.7,33.2
2021-08-20,Alto Tietê,46.2,-0.1,258.55061,0.1,5,36.1
2021-08-20,Guarapiranga,50.6,-0.2,86.58243,0,2.2,40
2021-08-20,Cotia,59.8,-0.3,9.86569,0,2.4,37.7
2021-08-20,Rio Grande,68.7,0.1,77.06592,0,1,49.1
2021-08-20,Rio Claro,44.2,-0.3,6.04736,0.2,40,99.5
2021-08-20,São Lourenço,57.5,-0.4,51.07451,0,17.6,62.7
2021-08-19,Cantareira,38.8,-0.2,381.41418,0,0.7,33.2
2021-08-19,Alto Tietê,46.3,-0.2,259.50367,0.2,4.9,36.1
2021-08-19,Guarapiranga,50.8,-0.2,87.04045,0,2.2,40
2021-08-19,Cotia,60.1,-0.2,9.92134,0,2.4,37.7
2021-08-19,Rio Grande,68.6,0.2,76.91329,0,1,49.1
2021-08-19,Rio Claro,44.5,-0.3,6.07983,0.2,39.8,99.5
2021-08-19,São Lourenço,57.9,-0.3,51.43757,0.2,17.6,62.7
2021-08-18,Cantareira,39,-0.2,383.026,0,0.7,33.2
2021-08-18,Alto Tietê,46.5,-0.1,260.49854,0.1,4.7,36.1
2021-08-18,Guarapiranga,51,-0.1,87.26976,0,2.2,40
2021-08-18,Cotia,60.3,-0.3,9.94923,0,2.4,37.7
2021-08-18,Rio Grande,68.4,0.1,76.76083,0,1,49.1
2021-08-18,Rio Claro,44.8,-0.2,6.12332,0.2,39.6,99.5
2021-08-18,São Lourenço,58.2,-0.2,51.71037,0.2,17.4,62.7
2021-08-17,Cantareira,39.2,-0.1,384.75741,0.6,0.7,33.2
2021-08-17,Alto Tietê,46.6,-0.2,261.31138,1.8,4.6,36.1
2021-08-17,Guarapiranga,51.1,-0.1,87.49925,1.6,2.2,40
2021-08-17,Cotia,60.6,-0.2,10.00515,1.6,2.4,37.7
2021-08-17,Rio Grande,68.3,0.1,76.60854,0,1,49.1
2021-08-17,Rio Claro,45,-0.2,6.15609,5.2,39.4,99.5
2021-08-17,São Lourenço,58.4,-0.1,51.89247,12,17.2,62.7
2021-08-16,Cantareira,39.3,-0.2,386.44417,0,0.1,33.2
2021-08-16,Alto Tietê,46.8,-0.2,262.31252,0,2.8,36.1
2021-08-16,Guarapiranga,51.2,-0.3,87.72895,0,0.6,40
2021-08-16,Cotia,60.8,-0.4,10.03318,0.2,0.8,37.7
2021-08-16,Rio Grande,68.2,0.3,76.45642,0,1,49.1
2021-08-16,Rio Claro,45.2,-0.3,6.17801,0,34.2,99.5
2021-08-16,São Lourenço,58.5,-0.1,51.98359,0,5.2,62.7
2021-08-15,Cantareira,39.5,-0.1,387.70242,0,0.1,33.2
2021-08-15,Alto Tietê,47,-0.1,263.21424,0,2.8,36.1
2021-08-15,Guarapiranga,51.5,-0.3,88.18891,0,0.6,40
2021-08-15,Cotia,61.2,-0.1,10.08937,0.2,0.6,37.7
2021-08-15,Rio Grande,67.9,0.3,76.15271,0,1,49.1
2021-08-15,Rio Claro,45.5,-0.3,6.22201,0,34.2,99.5
2021-08-15,São Lourenço,58.6,0.1,52.07477,0.4,5.2,62.7
2021-08-14,Cantareira,39.6,-0.1,388.73742,0,0.1,33.2
2021-08-14,Alto Tietê,47.1,-0.2,263.97519,0,2.8,36.1
2021-08-14,Guarapiranga,51.8,-0.3,88.64965,0,0.6,40
2021-08-14,Cotia,61.3,-0.4,10.11753,0,0.4,37.7
2021-08-14,Rio Grande,67.6,0.4,75.84969,0,1,49.1
2021-08-14,Rio Claro,45.8,0,6.25517,1.2,34.2,99.5
2021-08-14,São Lourenço,58.5,0,51.98359,1.8,4.8,62.7
2021-08-13,Cantareira,39.7,-0.1,389.89872,0,0.1,33.2
2021-08-13,Alto Tietê,47.3,-0.1,264.88019,0.3,2.8,36.1
2021-08-13,Guarapiranga,52.1,-0.2,89.11115,0.2,0.6,40
2021-08-13,Cotia,61.7,-0.3,10.17398,0,0.4,37.7
2021-08-13,Rio Grande,67.2,0.4,75.39644,0,1,49.1
2021-08-13,Rio Claro,45.8,0.3,6.26625,3.2,33,99.5
2021-08-13,São Lourenço,58.5,-0.3,51.98359,1.2,3,62.7
2021-08-12,Cantareira,39.8,-0.1,391.15342,0,0.1,33.2
2021-08-12,Alto Tietê,47.4,-0.2,265.77898,1,2.5,36.1
2021-08-12,Guarapiranga,52.3,-0.3,89.57342,0.2,0.4,40
2021-08-12,Cotia,62,-0.2,10.23061,0.2,0.4,37.7
2021-08-12,Rio Grande,66.8,0.1,74.94474,0.2,1,49.1
2021-08-12,Rio Claro,45.5,0.9,6.22201,20,29.8,99.5
2021-08-12,São Lourenço,58.8,-0.3,52.25726,1.8,1.8,62.7
2021-08-11,Cantareira,39.9,-0.2,392.33271,0,0.1,33.2
2021-08-11,Alto Tietê,47.6,-0.2,266.82488,0.1,1.5,36.1
2021-08-11,Guarapiranga,52.6,-0.3,90.03645,0,0.2,40
2021-08-11,Cotia,62.2,-0.3,10.259,0.2,0.2,37.7
2021-08-11,Rio Grande,66.7,0,74.79451,0,0.8,49.1
2021-08-11,Rio Claro,44.6,-0.2,6.09068,0.2,9.8,99.5
2021-08-11,São Lourenço,59.1,-0.5,52.53135,0,0,62.7
2021-08-10,Cantareira,40.1,-0.1,393.66972,0,0.1,33.2
2021-08-10,Alto Tietê,47.8,-0.2,267.8268,0.1,1.4,36.1
2021-08-10,Guarapiranga,52.9,-0.2,90.50024,0,0.2,40
2021-08-10,Cotia,62.5,-0.2,10.3159,0,0,37.7
2021-08-10,Rio Grande,66.7,0.2,74.79451,0,0.8,49.1
2021-08-10,Rio Claro,44.8,-0.3,6.12332,0.2,9.6,99.5
2021-08-10,São Lourenço,59.6,-0.4,52.89749,0,0,62.7
2021-08-09,Cantareira,40.2,-0.2,395.28037,0,0.1,33.2
2021-08-09,Alto Tietê,48,-0.2,268.82237,0.1,1.3,36.1
2021-08-09,Guarapiranga,53.1,-0.2,90.96478,0,0.2,40
2021-08-09,Cotia,62.7,-0.4,10.34442,0,0,37.7
2021-08-09,Rio Grande,66.5,0,74.64446,0,0.8,49.1
2021-08-09,Rio Claro,45.1,-0.3,6.16704,0.2,9.4,99.5
2021-08-09,São Lourenço,60,-0.4,53.26442,0,0,62.7
2021-08-08,Cantareira,40.4,-0.1,396.70682,0,0.1,33.2
2021-08-08,Alto Tietê,48.2,-0.1,269.78081,0.2,1.2,36.1
2021-08-08,Guarapiranga,53.3,-0.1,91.19733,0,0.2,40
2021-08-08,Cotia,63.1,-0.3,10.40159,0,0,37.7
2021-08-08,Rio Grande,66.5,0.1,74.64446,0,0.8,49.1
2021-08-08,Rio Claro,45.4,-0.3,6.19998,0.2,9.2,99.5
2021-08-08,São Lourenço,60.4,-0.4,53.63212,0,0,62.7
2021-08-07,Cantareira,40.5,-0.2,397.98602,0,0.1,33.2
2021-08-07,Alto Tietê,48.3,-0.2,270.69624,0.1,1,36.1
2021-08-07,Guarapiranga,53.4,-0.1,91.43007,0,0.2,40
2021-08-07,Cotia,63.4,-0.2,10.45894,0,0,37.7
2021-08-07,Rio Grande,66.4,0.1,74.49458,0.2,0.8,49.1
2021-08-07,Rio Claro,45.7,-0.2,6.24411,0,9,99.5
2021-08-07,São Lourenço,60.8,-0.3,54.00062,0,0,62.7
2021-08-06,Cantareira,40.7,-0.1,399.42984,0,0.1,33.2
2021-08-06,Alto Tietê,48.5,-0.1,271.55273,0.1,0.9,36.1
2021-08-06,Guarapiranga,53.5,-0.2,91.663,0,0.2,40
2021-08-06,Cotia,63.6,-0.3,10.48768,0,0,37.7
2021-08-06,Rio Grande,66.3,0.2,74.34487,0,0.6,49.1
2021-08-06,Rio Claro,45.9,-0.3,6.27735,0,9,99.5
2021-08-06,São Lourenço,61.1,-0.3,54.27752,0,0,62.7
2021-08-05,Cantareira,40.8,-0.2,400.87794,0,0.1,33.2
2021-08-05,Alto Tietê,48.6,-0.2,272.43197,0,0.8,36.1
2021-08-05,Guarapiranga,53.7,-0.3,91.89612,0,0.2,40
2021-08-05,Cotia,63.9,-0.2,10.5453,0,0,37.7
2021-08-05,Rio Grande,66.1,0.1,74.19533,0,0.6,49.1
2021-08-05,Rio Claro,46.2,0,6.31073,0.2,9,99.5
2021-08-05,São Lourenço,61.4,-0.3,54.55487,0,0,62.7
2021-08-04,Cantareira,41,-0.1,402.59807,0.1,0.1,33.2
2021-08-04,Alto Tietê,48.8,-0.1,273.25195,0.3,0.7,36.1
2021-08-04,Guarapiranga,54,-0.1,92.3629,0.2,0.2,40
2021-08-04,Cotia,64.1,-0.3,10.57418,0,0,37.7
2021-08-04,Rio Grande,66,0,74.04596,0.4,0.6,49.1
2021-08-04,Rio Claro,46.2,0.8,6.31073,8,8.8,99.5
2021-08-04,São Lourenço,61.7,-0.3,54.83267,0,0,62.7
2021-08-03,Cantareira,41.1,-0.2,403.9837,0,0,33.2
2021-08-03,Alto Tietê,48.9,-0.2,274.00262,0,0.4,36.1
2021-08-03,Guarapiranga,54.1,-0.1,92.59657,0,0,40
2021-08-03,Cotia,64.4,-0.2,10.63207,0,0,37.7
2021-08-03,Rio Grande,66,0.1,74.04596,0.2,0.2,49.1
2021-08-03,Rio Claro,45.4,-0.2,6.19998,0.6,0.8,99.5
2021-08-03,São Lourenço,62,-0.4,55.11092,0,0,62.7
2021-08-02,Cantareira,41.3,-0.1,405.40794,0,0,33.2
2021-08-02,Alto Tietê,49.1,-0.1,274.79655,0.2,0.4,36.1
2021-08-02,Guarapiranga,54.2,-0.2,92.83043,0,0,40
2021-08-02,Cotia,64.6,-0.2,10.66108,0,0,37.7
